dateiname,titel,artist,enstehungszeit,objektbezeichnug,guid,entstehungszeit,objektbezeichnung
sgs_grs_kandinsky_1970-16636-52_001_s.jpg,Große Auferstehung (Blatt 52 in: Klänge),Wassily Kandinsky,,,303D17655E6145B3AF96702E8E890F18,1911 (1913),Druckgraphik
sgs_grs_klee_d-2005-681-1_001_s.jpg,"Les feuilles libres, 9. Jhg., Nr. 48",Jean Cassou,,,4B1E21CB7DE64F4AA42F2F352D129803,1928,"Illustriertes Buch, ill. Zeitschrift"
NaN,Le Bouquet d'annes,Charles-François Daubigny,,,5E74D2C2B230431A86B6C36ABFC25FB5,1862,Fotografie
sgs_mup_werner_3480_001_s.jpg,Eine kranke Nonne in einem Klosterhof,Carl Friedrich Heinrich Werner,,,5175C231591A464CA1E5A1303B56BCF1,1843,Gemälde
sgs_grs_hiroshige_a-1960-2272-11_001_s.jpg,Hakone. 10. Station. Ansicht des Sees,Utagawa Hiroshige,,,999105307A8D4F80BE192E93480B13DA,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-16_001_s.jpg,Kanbara. 15. Station. Nächtlicher Schnee,Utagawa Hiroshige,,,120C146C1BD1469D81A48012414E178A,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-17_001_s.jpg,Yui. 16. Station. Der Satta-Pass,Utagawa Hiroshige,,,432F6F2BC3994A72B2DE60440ACF1518,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-18_001_s.jpg,Okitsu. 17. Station. Der Okitsu-Fluss,Utagawa Hiroshige,,,73146B267F1A419799B358635D59D84D,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-22_001_s.jpg,Okabe. 21. Station. Der Berg Utsu,Utagawa Hiroshige,,,738E4AD877254E539FF6595F67A34371,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-24_001_s.jpg,Shimada. 23. Station. Das Suruga-Ufer des Ōi-Flusses,Utagawa Hiroshige,,,C03181C35194483BA4846C47ED4B6FB6,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-31_001_s.jpg,Maisaka. 30. Station. Ansicht von Imagiri,Utagawa Hiroshige,,,136BE6BEF3A04AF693263FED90E485DB,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-34_001_s.jpg,Futakawa. 33. Station. Das Plateau der Affen,Utagawa Hiroshige,,,BDB47B7094734A8C92EDB2B5D1B5E92E,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-39_001_s.jpg,Okazaki. 38. Station. Die Yahagi-Brücke,Utagawa Hiroshige,,,F2C7768B7C7F4F7596A07FF039D911C6,um 1831-1834,Druckgraphik
sgs_grs_hiroshige_a-1960-2272-47_001_s.jpg,Kameyama. 46. Station. Klares Wetter nach Schneefall,Utagawa Hiroshige,,,63E5146306E64AF69DB7D2F51C678428,um 1831-1834,Druckgraphik
sgs_grs_schwitters_d-1966-316-7_001_s.jpg,Die Kathedrale,Kurt Schwitters,,,99F3F7399B98425B8666DE02AFBFCFD2,1920,"Illustriertes Buch, ill. Zeitschrift"
sgs_grs_klee_c-2015-5710_001_s.jpg,Winterliche Masken,Paul Klee,,,EABC948A19F745CEAF156063EBA53209,1938,Zeichnung
sgs_grs_ashiyuki_a-2016-9288_001_s.jpg,"Der Schauspieler Nakamura Matsue III als Tamazasa, die Frau von Kaheiji",Gigado Ashiyuki,,,446B7CCD9C8B4CA3B40BF8467D7C380D,1829,Druckgraphik
sgs_grs_passe_a-15507_001_s.jpg,Paeonie,Simon de Passe,,,E75C595A297E4FA7A2812B86AB1E6F41,1614,Druckgraphik
sgs_grs_anonym_c-2017-5756-148_001_s.jpg,Waldlandschaft mit einem Holzfäller,"Anonym, Niederlande Anfang 17. Jh.",,,1AD813D1E4CF489C90FE0EA033C1D54A,um 1600/10,Zeichnung
sgs_grs_brandt_c-2017-5756-17_001_s.jpg,Alte Straße bei Montefiascone,Otto Brandt,,,09464B4EDDA74DE5A8465C63A0009495,nach 1854,Zeichnung
sgs_grs_fischbach_c-2017-5756-51_001_s.jpg,Die Jungfrau vom Lauterbrunner Tal aus,Johann Fischbach,,,C1EFBB03D6A14A2EB682B25FDE3C8066,1825,Zeichnung
sgs_grs_genelli_c-2017-5756-66_001_s.jpg,Grotte bei Frascati mit zwei jungen Männern; hinten rechts zwei Spaziergänger,Janus Genelli,,,AE57A19EFC63485294814A8E102D4D55,um 1786/89,Zeichnung
sgs_grs_graeb_c-2017-5756-72_001_s.jpg,Wasserfall im Gebirge,Carl Georg Anton Graeb,,,5416ED09F55F41CCBBA37DDFE07302B2,um 1870/80,Zeichnung
NaN,Gebirgige Küste auf Madeira,Eduard Hildebrandt,,,9B291AA5FB404FBEB3B56586D417D5E2,1848,Zeichnung
sgs_grs_holsteijn_c-2017-5756-94_001_s.jpg,Rotweiß geflammte Tulpe,Pieter Holsteijn der Jüngere,,,4FB631BB3B784F5485DAB004D0E9EC5D,um 1645,Zeichnung
sgs_grs_hildebrandt_c-2017-5756-125_001_s.jpg,Gesellschaft im Park,Sebastien-François Leriche,,,61ED31AFDD524A0680D19192D9A89119,1778,Zeichnung
sgs_grs_oehme_c-2017-5756-150_001_s.jpg,Gartenmauer mit blühendem Holunder,Ernst Erwin Oehme,,,F4D1D80BE7D74FD08A468327B7D18941,1866,Zeichnung
sgs_grs_verlias_c-2017-5756-205_001_s.jpg,Oberbayerische Seelandschaft,Theodor Verhas,,,8F9379BF454542CD894D1695953A9DF6,1834,Zeichnung
sgs_grs_henstenburgh_c-2017-5756-246_001_s.jpg,Zwei Schmetterlinge,Herman Henstenburgh (Hengstenburgh),,,B86DD58B7DF94D0EB9E9304C772BAFF7,um 1700,Zeichnung
sgs_grs_hildebrandt_c-2017-5756-247_001_s.jpg,Zwei Krabben am Strand,Eduard Hildebrandt,,,6DA7144813324E7A9020E230AA2518ED,1846,Zeichnung
NaN,Hafen in Dordrecht,Franz Skarbina,,,8BA24627F9E8433BA225F858CFAEDFCB,1884,Zeichnung
sgs_grs_stuntz_c-2017-5756-280_001_s.jpg,Das Gessner-Denkmal in Arlesheim,Johann Baptist Stuntz,,,977EB53B16E045F18F1C6C3E83C0F5D7,nach 1788,Zeichnung
sgs_grs_toyokuni_a-2016-9547-kk_001_s.jpg,Die Kurtisane Izumiki begleitet von zwei niederrangigen Kurtisanen unter Pflaumenblüten,Utagawa Toyokuni III (Utagawa Kunisada),,,FE017A48AD3D42EB870207ABD27440D4,1862,Druckgraphik
sgs_grs_eisen_a-2016-9562_001_s.jpg,Schönheit mit Kind und spielenden Hunden (Aus der Serie: Sammlung von schönen Damen und Kindern),Keisai Eisen,,,CAF365147D184561AB80A92E96F04458,1815-1842,Druckgraphik
sgs_grs_shigemasa_a-1927-199_001_s.jpg,Eichkatzen im Stil des chinesischen Malers Wang Mian (Aus dem Buch: »Illustriertes Vorlagenbuch« (Ehon Tekagami)),Ooka Shunboku,,,24539AB4DE0B4DBD804D7362FCF64ED1,1720,Druckgraphik
NaN,Kōrin Album (Kōrin gafu),Taniguchi Kōkyō,,,158345691F0E4997B686609C0F36D461,1891,Skizzenbuch
sgs_grs_klengel_c-2017-5756-288_001_s.jpg,Bäume und Felsblock an einem Teich,Johann Christian Klengel,,,6EC68CAFA3F340F6A886FAEE356FEB2B,um 1780/90,Zeichnung
sgs_grs_huebner_c-2017-5756-289_001_s.jpg,Stadtansicht,Ulrich Hübner,,,A10541F45EC340A5B07D9A1C240AF6BF,um 1910,Zeichnung
sgs_grs_pankok_c-2017-5756-292_001_s.jpg,Friedhof,Bernhard Pankok,,,2C9C104E8F584E90A78881815EB070DD,1890,Zeichnung
sgs_grs_hildebrandt_c-2017-5756-301_001_s.jpg,Felsenküste,Eduard Hildebrandt,,,0C0D3296EF324AEEA105D9C72C384677,um 1848,Zeichnung
sgs_grs_arnold_c-2017-5757-53_001_s.jpg,Eisvogel,Carl Arnold,,,E7D6767FA9CF45788B1EADB0817889D2,1898,Zeichnung
sgs_grs_hoch_c-2017-5757-234_001_s.jpg,Fünf Schneckenhäuser,Johann Gustav Hoch,,,9F140B0819E340918D66C694BE9F18F3,um 1770,Zeichnung
sgs_grs_anonym_c-2017-5757-235_001_s.jpg,Hirschkäfer und zwei Schmetterlinge,"Anonym, Holland 17. Jahrhundert",,,3FCE4A5771E5451BBF2DE958ADD2305B,17. Jh.,Zeichnung
sgs_grs_hoguet_c-2017-5757-262_001_s.jpg,Küstenlandschaft (Uferpartie mit zwei Figuren),Charles Hoguet,,,4C019ADF3E44470E944443637000920D,1844,Zeichnung
sgs_grs_kley_c-2017-5757-302_001_s.jpg,Stadtlandschaft mit Brücke,Heinrich Kley,,,94AE4F2D0ABD4F2B97B79DA799D10570,um 1930,Zeichnung
sgs_grs_koenig_c-2017-5757-310_001_s.jpg,Geisterspuk,Heinrich König,,,CD8B45807AA440ECB2DCA1AFCA660599,1928,Zeichnung
sgs_grs_kobell_c-2017-5757-311_001_s.jpg,Landschaft mit Wasserfall,Franz Innocenz Josef Kobell,,,CF90D85E44BE46E88EE528B4D14D8D63,nach 1784,Zeichnung
sgs_grs_kobell_c-2017-5757-313_001_s.jpg,Bayerische Alpenlandschaft,Franz Innocenz Josef Kobell,,,FC735F3DFD0E422A910812947F5DFC0C,um 1790/1800,Zeichnung
sgs_grs_klengel_c-2017-5757-320_001_s.jpg,Hirte unter Bäumen,Johann Christian Klengel,,,20DEB1F8161F49D3BF6AFB88F111B692,um 1785,Zeichnung
sgs_grs_orlik_c-2017-5757-418_001_s.jpg,Hiddensee-Landschaft,Emil Orlik,,,21857FB71C364B7C98282A540294D9D7,1919,Zeichnung
sgs_grs_ravenswaay_c-2017-5757-468_001_s.jpg,Dorflandschaft mit Schafherde im Mittelgrund,Jan van Ravenswaay,,,C92D880B5FB543688A2C679166B189A1,um 1820/30,Zeichnung
sgs_grs_schmidt_c-2017-5757-559_001_s.jpg,Landschaft auf Korfu,Max Schmidt,,,527E1375AB0C415B9A543FB09B4EE230,1851,Zeichnung
sgs_grs_wiegmann_c-2017-5757-590_001_s.jpg,Colosseum und Tempel der Venus und Roma (mit S. Francesca) am Forum in Rom,Rudolf Wiegmann,,,934E7EA412194B9ABE1593F9F71E0BD7,1832,Zeichnung
sgs_grs_venus_c-2017-5757-598_001_s.jpg,Torre del Quinto,Albert Venus,,,6BE41FE48344411D895F23E4F9118B5F,1869,Zeichnung
sgs_grs_uhde_c-2017-5757-599_001_s.jpg,Vase mit Blumen,Fritz von Uhde,,,100831C967BD4977A318AF3EE5F5A63D,um 1900/06,Zeichnung
sgs_grs_kuesel_a-2018-10352-9_001_s.jpg,Blüten. 12,Johanna Christina Küsel,,,387CEB7C253F4B8EA1D7A0962C972024,NaN,Druckgraphik
sgs_grs_lissitzky_a-1977-5658-b_001_s.jpg,Ohne Titel (Blatt 4 in: Proun),El' Lisickij,,,7700A6051ACC4568AF504DE15E93F977,1919/23,Druckgraphik
sgs_grs_moholy_a-1974-5368-a_001_s.jpg,Ohne Titel (Blatt 6 in: Konstruktionen),László Moholy-Nagy,,,F561F3831B2443C08BAEE77627D6DCBF,1923,Druckgraphik
sgs_grs_moholy_a-1974-5368-c_001_s.jpg,Ohne Titel (Blatt 1 in: Konstruktionen),László Moholy-Nagy,,,789899C58B7B449F9CDE1939653E3123,1923,Druckgraphik
